Word,Max,Expected,Median,25th Perc,75th Perc
SOOKS,251,112.13189269746647,102.0,40.0,164.0
GLYPH,301,112.41877794336811,55.0,24.0,138.0
MUFFS,257,112.42250372578242,88.0,27.0,195.0
HOPPY,265,112.56482861400895,102.0,33.0,155.0
YUCKO,296,112.57078986587183,87.0,20.0,147.0
POYOU,263,112.57451564828614,106.0,32.0,202.0
CHOTT,258,112.75707898658719,53.0,24.0,191.0
KNOLL,250,112.91728763040238,91.0,35.0,182.0
NYLON,285,112.96646795827124,99.0,31.0,123.0
CUSKS,316,113.25335320417288,93.0,22.0,175.0
OUSTS,316,113.43293591654248,83.0,28.0,185.0
BOZOS,253,114.19299552906111,99.0,37.0,176.0
COMMY,257,114.27645305514157,110.0,28.0,178.0
BOYSY,258,114.39940387481371,91.0,31.0,175.0
HUSSY,306,114.45901639344262,76.0,30.0,125.0
POUPT,285,114.6639344262295,101.0,28.0,173.0
GOOKY,281,114.72503725782414,90.0,27.0,191.0
BLOOK,277,114.8166915052161,79.0,30.0,194.0
ZOBOS,253,114.85469448584203,99.0,37.0,176.0
LOGON,287,114.87481371087928,82.0,31.0,187.0
JOWLY,263,114.89120715350224,97.0,26.0,160.0
KOOKS,241,114.97839046199702,132.0,53.0,164.0
SCUFF,245,115.11624441132638,118.0,42.0,173.0
FOWTH,286,115.13859910581222,49.0,25.0,188.0
SOJUS,249,115.39046199701937,133.0,38.0,174.0
JOCKY,256,115.92399403874813,110.0,29.0,172.0
HUSHY,306,116.68777943368107,76.0,30.0,125.0
WHOSO,216,116.9113263785395,123.0,36.0,193.0
GULLY,295,117.0886736214605,99.0,24.25,135.0
FLUNG,299,117.17287630402384,64.0,24.0,173.0
FUGUS,260,117.26751117734725,102.0,37.0,201.0
TOWZY,245,117.77347242921013,99.0,35.0,188.0
BULLY,301,117.91579731743666,91.0,27.0,137.0
GUTTY,298,118.10059612518629,99.0,27.0,129.0
GOOGS,264,118.19001490312965,127.0,64.0,150.0
PUNNY,302,118.47988077496274,80.0,27.0,139.0
BOOBS,259,118.50149031296573,124.0,61.0,153.0
PUBCO,325,118.55886736214605,68.0,18.0,139.0
TUMMY,304,118.63636363636364,101.0,23.0,125.0
OUCHT,325,118.67064083457527,60.0,17.0,141.0
TUTUS,264,118.68628912071534,82.0,41.0,200.0
FOLLY,274,118.74962742175857,101.0,26.0,168.0
BUNCO,324,118.97466467958272,78.0,21.0,146.0
BUFFS,263,119.18032786885246,100.0,38.0,197.0
BONNY,266,119.24664679582712,93.0,24.0,178.0
HOBBY,265,119.34426229508196,101.0,33.0,173.0
GUFFS,260,119.40312965722802,104.0,39.0,201.0
BOOKY,289,119.40760059612519,90.0,26.0,215.0
BOOMY,282,119.59687034277198,81.0,26.0,223.0
MYOPY,259,119.78464977645305,87.0,26.0,194.0
BUSKS,327,119.8360655737705,87.0,25.0,185.0
HOWSO,246,119.86438152011922,121.0,29.0,193.0
COBBY,267,120.33681073025335,98.0,33.0,177.0
MUSSY,325,120.42250372578242,93.0,21.0,131.0
POOCH,320,120.575260804769,65.0,30.0,202.0
BOBOS,259,120.58941877794337,124.0,44.0,186.0
TOFFY,261,120.68181818181819,99.0,27.0,168.0
GOGOS,264,120.75186289120715,127.0,45.0,188.0
WOFUL,283,121.45156482861401,91.0,22.0,203.0
BUTTY,311,121.75633383010432,91.0,25.0,130.0
WOLLY,277,121.94038748137109,105.0,27.0,166.0
POMMY,274,122.06408345752608,96.0,20.0,179.0
CUPPY,301,122.10730253353204,109.0,29.0,146.0
CHOOM,295,122.17362146050671,69.0,26.75,201.0
SOWFS,249,122.24366616989568,131.0,36.0,192.0
COCKY,269,122.3360655737705,115.0,27.0,176.0
POOFY,304,122.3822652757079,103.0,22.0,202.0
NYMPH,307,122.56482861400895,95.0,22.0,154.0
MUMSY,316,122.60059612518629,94.0,21.0,125.0
NOBBY,266,122.64754098360656,93.0,30.0,178.0
MOPPY,274,122.78166915052161,96.0,21.0,179.0
HOTCH,289,122.81967213114754,87.0,29.0,191.0
CUSUM,317,123.4053651266766,85.0,33.0,159.0
OUGHT,328,123.64083457526081,75.0,21.0,133.0
CHOWK,283,124.06557377049181,56.0,18.0,211.0
GUSSY,325,124.08345752608048,93.0,26.0,137.0
CLOCK,274,124.08569299552906,109.0,33.0,196.0
LOWLY,277,124.19299552906111,105.0,27.0,166.0
BOOGY,294,124.2123695976155,100.0,24.0,227.0
ZOOTY,281,124.3338301043219,100.0,39.0,193.0
GOOBY,294,124.40089418777943,100.0,26.0,227.0
TUBBY,311,124.44485842026826,91.0,36.0,130.0
QUONK,241,124.93442622950819,85.0,31.0,222.0
CULCH,302,125.075260804769,98.0,30.0,177.0
STYMY,299,125.2414307004471,117.0,33.0,138.0
CUTUP,313,125.40238450074516,97.0,30.0,161.0
BOPPY,284,125.4441132637854,85.0,21.0,176.0
PHLOX,316,125.56780923994039,79.0,29.0,168.0
SUNNS,274,125.68479880774963,110.0,41.0,204.0
MOOCH,321,125.73099850968704,78.0,36.0,201.0
LUSUS,317,126.07600596125187,103.0,57.0,176.0
MUNTU,328,126.29508196721312,71.0,33.0,151.0
JUSTS,323,126.69374068554396,98.0,37.0,194.0
CONCH,298,126.72652757078987,54.0,36.0,196.0
JUNKY,315,126.9478390461997,114.0,27.0,153.0
OLOGY,402,127.43740685543965,103.0,30.0,175.0
BUNJY,320,127.46646795827124,98.0,26.0,149.0
WHUMP,303,127.47391952309985,86.0,28.0,208.0
PONZU,285,127.89418777943368,67.0,37.0,225.0
SOWFF,249,128.08941877794337,131.0,69.0,192.0
NUMMY,317,128.2645305514158,109.0,37.25,136.0
PUPUS,276,129.1199701937407,113.0,41.0,209.0
MOGGY,272,129.17511177347242,107.0,29.0,202.0
MOONG,317,129.25782414307005,77.0,36.25,205.0
WOOPY,304,129.2667660208644,105.0,30.0,205.0
JUMPY,325,129.39493293591653,97.0,25.0,154.0
WHOOT,293,129.5692995529061,100.0,30.0,231.0
KLOOF,310,129.81222056631893,114.0,32.0,203.0
COGON,317,129.83457526080477,72.0,32.0,218.0
YUZUS,301,129.99552906110284,97.0,56.0,142.0
SYNCS,344,130.12295081967213,81.0,38.0,163.0
YUCCH,300,130.5134128166915,129.0,26.0,159.0
TYPPS,330,130.53204172876303,79.0,37.0,136.0
VOUCH,314,131.02235469448584,68.0,34.0,186.0
FULLY,316,131.03800298062592,109.0,33.0,144.0
WUSSY,311,131.07973174366617,115.0,55.0,154.0
OSMOL,329,131.28092399403874,124.0,39.0,187.0
BUNKO,353,131.32935916542473,60.0,25.0,353.0
CHOUX,241,131.4441132637854,211.0,27.0,225.0
BUSBY,333,131.60506706408347,98.0,25.5,135.0
CYCLO,328,131.71385991058122,116.0,32.0,127.0
HUHUS,287,131.7704918032787,114.0,45.0,199.0
CHOOK,322,132.102086438152,74.0,20.0,215.0
HOOSH,280,132.30029806259316,139.0,38.0,196.0
COOMB,316,132.65871833084947,75.0,41.0,210.0
COUCH,317,132.75782414307005,58.0,30.0,191.0
FUSKS,334,132.7667660208644,112.0,28.0,211.0
VUGHY,311,132.82116244411327,115.0,50.0,150.0
MOBBY,282,132.9150521609538,96.0,28.0,210.0
SHUSH,271,132.95901639344262,141.0,39.0,199.0
NOVUM,293,133.04769001490314,73.0,51.0,197.0
COMPO,314,133.1117734724292,59.0,27.0,210.0
HUBBY,321,133.4575260804769,107.0,49.0,149.0
PLUMP,309,133.49403874813711,78.0,44.0,202.0
HUGGY,316,133.6602086438152,116.0,46.0,152.0
PONGO,319,133.80923994038747,50.0,33.0,214.0
MUNGO,363,133.85394932935915,50.0,23.0,363.0
MUCHO,363,134.13263785394932,63.0,16.0,363.0
CUSSO,354,134.15722801788377,84.0,22.0,159.0
BUNNY,331,134.84649776453054,103.0,30.0,154.0
CLOFF,284,135.01117734724292,110.0,37.0,201.0
CONGO,317,135.11326378539493,51.0,31.0,218.0
TUFTY,327,135.14232488822654,111.0,36.0,138.0
CUBBY,327,135.54918032786884,110.0,33.0,150.0
KUZUS,279,135.7354694485842,107.0,47.0,220.0
COHOG,332,135.81147540983608,68.0,39.0,207.0
SCUZZ,268,135.89716840536514,133.0,50.0,182.0
GOOFY,309,136.0521609538003,117.0,24.0,233.0
THOFT,298,136.2317436661699,80.0,34.0,192.0
JUKUS,276,136.4150521609538,106.0,57.0,227.0
JOLLY,293,136.42548435171386,107.0,39.0,173.0
JUPON,336,136.49478390461996,86.0,28.0,295.25
FUSSY,341,136.5134128166915,105.0,42.0,146.0
BOOFY,308,136.71758569299553,102.0,26.0,237.0
MONGO,317,137.1274217585693,59.0,36.0,205.0
WUSHU,303,137.21385991058122,118.0,51.0,177.0
PSYOP,324,137.28688524590163,112.0,37.0,172.0
KOTOW,301,137.7488822652757,99.0,45.0,241.0
OUZOS,322,138.0290611028316,107.0,41.0,237.0
HOUGH,329,138.14828614008943,63.0,32.0,186.0
JOTTY,278,138.4403874813711,105.0,53.0,191.0
CYSTS,386,138.575260804769,86.0,33.0,320.0
HULLO,338,138.68703427719822,86.0,27.0,338.0
LOTTO,309,138.7622950819672,99.0,64.0,204.0
CUTCH,342,138.79955290611028,102.0,23.0,342.0
NUBBY,331,138.80625931445604,103.0,46.0,154.0
PSYCH,364,138.87779433681072,72.0,23.0,364.0
MUMUS,292,139.21907600596126,109.0,39.5,219.0
OTTOS,305,139.322652757079,117.0,48.0,246.0
HUTCH,342,139.44485842026825,102.0,27.0,342.0
BOGGY,294,139.54545454545453,185.0,28.0,200.0
GOBBY,294,139.61326378539493,185.0,26.0,200.0
CHOKO,322,139.73994038748137,183.0,22.0,215.0
PUGGY,335,139.9128166915052,106.0,27.0,161.0
KUSSO,349,139.95081967213116,92.0,28.0,185.0
JUNTO,355,139.9672131147541,78.0,27.0,355.0
CHOOF,332,140.19746646795826,105.0,31.0,214.0
TYPTO,342,140.22876304023845,85.0,44.0,342.0
BUPPY,338,140.2935916542474,93.0,33.0,338.0
COMBO,316,140.40983606557376,164.0,36.0,204.0
GUPPY,335,140.75186289120717,106.0,32.0,161.0
MOSSO,283,140.83308494783904,165.0,36.0,184.0
GUNNY,342,141.17883755588673,113.0,24.0,342.0
BUCKO,372,141.62444113263786,81.0,23.0,372.0
MUMMS,292,142.03576751117734,109.0,57.0,219.0
GUNGY,342,142.32935916542473,113.0,27.25,342.0
YUCKY,322,142.7973174366617,127.0,35.0,177.0
BOONG,332,142.8263785394933,76.0,32.0,232.0
KUKUS,284,143.55439642324887,107.0,49.0,233.0
HUNCH,350,143.59612518628913,82.0,37.0,350.0
SYPHS,371,144.424739195231,78.0,36.0,163.0
BUBUS,296,144.59165424739194,119.0,62.0,219.0
OMOVS,332,144.59239940387482,129.0,76.0,201.0
SUKUK,274,144.64530551415797,128.0,73.0,233.0
VUGGS,288,145.1467958271237,116.0,76.0,219.0
JUMBY,360,146.29806259314455,98.0,26.0,360.0
WHOOP,326,147.02235469448584,91.0,41.0,245.0
KNOCK,291,147.25260804769002,189.0,37.0,232.0
FUNNY,345,147.2630402384501,121.0,33.0,345.0
LOLLY,308,147.52384500745157,110.0,41.0,179.0
TOTTY,294,147.64381520119224,190.0,57.0,196.0
GUMMY,354,148.06855439642325,112.0,33.0,354.0
CLUCK,338,148.41803278688525,120.0,33.0,338.0
QUOLL,269,148.69448584202684,212.0,48.0,218.0
MUGGY,354,148.79657228017885,112.0,30.25,354.0
HUFFY,342,149.0618479880775,125.0,52.0,342.0
UPBOW,300,149.08941877794337,101.0,65.0,243.0
KOKUM,316,149.57451564828614,170.0,60.0,207.0
UNCUT,311,149.59687034277198,96.0,42.0,256.0
NOHOW,327,150.03353204172876,83.0,52.0,243.0
BONGO,332,150.11698956780924,152.0,33.0,232.0
POTOO,345,150.349478390462,106.0,44.0,241.0
POUFF,344,150.7801788375559,153.0,38.0,344.0
CHOCK,322,151.1818181818182,185.0,32.0,215.0
GUMBO,396,151.98062593144562,59.0,22.0,396.0
PUTTO,375,151.9903129657228,76.0,29.0,375.0
POOVY,338,152.53576751117734,156.0,36.0,223.0
HUMPH,368,152.72503725782414,78.0,25.0,368.0
HOUFF,347,152.94858420268255,161.0,38.0,347.0
HOKKU,321,152.96423248882266,144.0,49.0,232.0
ZYGON,357,153.92399403874813,94.0,49.0,357.0
HOLLO,345,154.0134128166915,95.0,54.0,216.0
GOMBO,333,154.12444113263786,206.0,29.0,214.0
TOOTH,357,154.69374068554396,115.0,49.0,235.0
FOGGY,309,154.93666169895678,194.0,29.0,212.0
PUFFY,358,155.1408345752608,112.0,37.5,358.0
WOOFY,331,155.29806259314455,155.0,32.0,226.0
CUTTO,380,156.75186289120717,73.0,26.0,380.0
OPPOS,320,156.87555886736214,115.0,67.0,274.0
POOPY,344,157.16542473919523,159.0,36.0,226.0
FUNGO,397,158.01490312965723,82.0,21.0,397.0
PLUFF,348,158.57973174366617,125.0,43.0,348.0
GONOF,359,159.01862891207153,191.0,37.0,240.0
JUTTY,356,159.15275707898658,118.0,65.0,356.0
BUGGY,368,159.25409836065575,140.0,30.0,368.0
JUNCO,390,162.1177347242921,87.0,25.0,390.0
VULGO,383,162.5424739195231,126.0,30.25,383.0
VOULU,350,162.55737704918033,135.0,54.0,350.0
SLYLY,338,162.70491803278688,164.0,50.0,338.0
LUVVY,345,163.04918032786884,135.0,73.0,345.0
POTTO,345,163.0730253353204,169.0,44.0,241.0
KOOKY,340,163.575260804769,172.0,54.0,244.0
BUCHU,381,164.18777943368107,133.0,37.0,381.0
VUTTY,364,165.37779433681072,120.0,65.0,364.0
NONNY,315,165.4441132637854,201.0,66.0,209.0
JOKOL,349,165.4612518628912,119.0,66.0,230.0
BOOZY,338,165.8204172876304,205.0,38.0,257.0
OOMPH,450,166.21087928464976,97.0,31.0,307.0
FUFFS,310,166.2280178837556,130.0,94.0,245.0
TUTTY,369,167.8532041728763,153.0,66.0,369.0
POZZY,332,169.01415797317438,205.0,35.0,208.0
JOMON,352,170.5,205.0,54.0,244.0
MOTTO,344,171.225782414307,191.0,46.0,248.0
YUMMO,397,171.3822652757079,105.0,27.0,397.0
FOGOU,363,172.36214605067065,182.0,44.0,276.0
SKYFS,380,172.99180327868854,183.0,41.0,192.0
BOOBY,349,173.45976154992547,224.0,41.0,263.0
OUTGO,419,173.70342771982115,136.0,36.0,392.0
WYNNS,385,174.8591654247392,163.0,32.0,385.0
LOLOG,368,175.77794336810732,188.0,53.0,248.0
FUGGY,385,175.9381520119225,150.0,61.0,385.0
WHOOF,371,176.5521609538003,184.0,47.0,261.0
HUZZY,371,176.7198211624441,155.0,96.0,371.0
BUFFY,392,177.20491803278688,144.0,41.0,392.0
FUBBY,392,177.31371087928466,144.0,55.0,392.0
POPPY,344,177.38971684053652,209.0,46.0,344.0
GHYLL,390,177.51266766020865,156.0,46.0,390.0
BOBOL,357,178.1274217585693,188.0,81.0,248.0
CONVO,364,179.73621460506706,180.0,43.0,349.0
BUXOM,416,179.849478390462,99.0,46.0,416.0
MOMMY,330,179.86065573770492,203.0,42.0,239.0
ZHOMO,351,180.478390461997,227.0,51.0,242.0
THYMY,410,180.65722801788377,139.0,33.0,410.0
KNOWN,324,181.021609538003,205.0,46.0,273.0
CHUCK,399,181.05141579731745,90.0,35.0,399.0
MYTHY,410,182.8532041728763,143.0,39.0,410.0
BLUFF,395,183.6154992548435,132.0,41.0,395.0
GYPPO,415,183.97019374068554,133.0,36.0,415.0
WOOZY,351,184.48956780923993,229.0,75.0,255.0
XYLOL,397,184.85767511177346,138.0,86.0,397.0
COOCH,397,185.04769001490314,200.0,46.0,263.0
UNBOX,374,185.5946348733234,121.0,62.0,374.0
WOOTZ,363,185.7764530551416,185.0,54.0,305.0
NUNNY,389,185.98956780923993,156.0,55.0,389.0
HOOCH,397,186.12220566318928,200.0,50.0,263.0
YOBBO,349,186.76005961251863,224.0,127.0,239.0
BUCKU,422,187.88673621460507,143.0,33.0,422.0
SUSUS,346,188.15350223546946,148.0,96.0,270.0
BUSSU,398,188.2548435171386,143.0,85.0,374.0
JUJUS,336,188.26974664679582,138.0,96.0,317.25
GLOGG,343,190.19821162444114,213.0,56.0,343.0
CHOCO,370,192.58792846497764,227.0,39.0,263.0
BOBBY,349,193.9441132637854,224.0,107.0,349.0
CHUFF,420,194.5350223546945,95.0,34.0,420.0
PUPPY,405,195.99180327868854,163.0,62.0,405.0
YOBBY,349,196.94262295081967,224.0,107.0,349.0
MUZZY,416,198.92921013412817,151.0,59.0,416.0
GONZO,387,200.00670640834576,207.0,38.0,369.0
COMMO,391,201.0037257824143,214.0,38.0,378.0
YUPPY,405,202.18852459016392,163.0,98.0,405.0
JUMBO,462,202.82861400894188,101.0,26.0,462.0
HOWFF,384,204.00447093889716,199.0,54.0,384.0
UNGUM,401,204.49478390461996,99.0,58.0,401.0
GYPSY,454,205.42548435171386,140.0,34.0,454.0
JOCKO,390,205.47019374068554,211.0,49.0,371.0
MUMMY,426,207.69225037257823,154.0,60.0,426.0
UNWON,378,210.6199701937407,303.0,92.0,378.0
BUZZY,428,211.21833084947838,165.0,67.0,428.0
XYSTS,485,212.96199701937408,167.0,56.0,413.0
YUMMY,426,213.05290611028315,154.0,99.0,426.0
VUGGY,423,213.40611028315945,172.0,94.0,423.0
TUKTU,439,214.79508196721312,146.0,83.0,439.0
YUKKY,414,215.349478390462,201.0,102.0,414.0
BUMBO,477,215.35245901639345,107.0,28.0,477.0
BUTUT,452,217.6892697466468,147.0,42.0,452.0
CUFFO,475,219.41654247391952,108.0,30.0,475.0
BOMBO,400,219.75931445603578,248.0,57.0,384.0
BUBBY,439,221.19150521609538,168.0,92.0,439.0
FUZZY,444,229.5461997019374,172.0,100.0,444.0
GOBBO,417,232.59612518628913,293.0,49.0,399.0
FLYBY,497,239.4612518628912,155.0,46.0,497.0
BUFFO,502,240.725782414307,194.0,39.0,502.0
PYGMY,509,240.94187779433682,156.0,67.0,509.0
FUFFY,457,241.96348733233978,194.5,103.0,457.0
JUGUM,501,253.64008941877793,205.0,88.0,501.0
BOFFO,435,255.8107302533532,310.0,56.0,413.0
FLUFF,470,257.5275707898659,282.0,80.0,470.0
CWTCH,547,270.7757078986587,187.0,58.0,547.0
ZOPPO,464,278.4456035767511,326.0,80.0,443.0
ZOCCO,456,279.3725782414307,335.0,78.0,439.0
OVOLO,633,287.5856929955291,238.0,96.0,395.0
COCCO,476,295.12816691505213,343.0,218.0,457.0
HYPHY,572,312.5350223546945,197.0,140.0,572.0
PHPHT,591,313.1974664679583,195.0,76.0,591.0
GYNNY,630,350.65946348733235,245.0,51.0,630.0
GYPPY,633,356.15350223546943,210.5,80.0,633.0
OXBOW,652,367.25260804769,349.0,98.0,652.0
XYLYL,654,405.14307004470936,256.0,211.0,654.0
